id,name,uuid,code,complementary_code,active,area_code,equipment_code
271,Pressure Gauge,dee7aa35-0974-45c5-8f9d-0bb225a4268e,PU02,PIN01,1,1661,HG01
272,Solenoid Valve,49f421ab-9dff-4220-8670-a7005f115a72,PU02,SV02,1,1661,HG01
273,Flexible Hose,26541e8e-6c59-432c-9cb7-6826273376f0,VT21,FH02,1,1661,HG01
274,Flexible Hose,fb62b7d8-b513-4ea1-921c-f03a6af69c17,VT21,FH03,1,1661,HG01
275,Oil Tank,c891fb40-9d39-4ce5-9ae5-18b746ea95dd,TK01,,1,1661,HG01
276,Leakage indicator,e96dca70-da4f-4078-b778-a998bed5f2ad,TK01,LAS01,1,1661,HG01
277,Level switches min,68f13955-5058-45a2-9c29-43ea35b9a911,TK01,LSM01,1,1661,HG01
278,Level switches min,3635cbf2-10e4-4570-8a46-e887da7d4881,TK01,LSM02,1,1661,HG01
279,Level Sensor,26a68358-846b-4da7-8c17-2df20cad6943,TK01,LSM03,1,1661,HG01
280,Dipstick,7ae55a53-549f-49af-8029-81f7032ccb7b,TK01,LL01,1,1661,HG01
281,Oil pump Unit ,33e9323a-10ef-4341-b0c0-40254fa05b18,PU01,,1,1661,HG01
282,Filter with ball valve,5a92a4e3-7eb4-48dc-9660-8c2b878066d5,PU01,FIL01,1,1661,HG01
283,Pressure gauge ,c3550175-5bdc-43f7-8ac5-281dbf70f1aa,PU01,PIN01,1,1661,HG01
284,Pump with regulator ,531a98ee-afa9-4407-b64a-a35cf9addc31,PU01,PU01,1,1661,HG01
285,Electrical Motor,8e1bc076-d3f9-4ce9-94de-42b0541bc4aa,PU01,M01,1,1661,HG01
286,Check Valve,8144a80e-4305-4d6c-83b7-724283767983,PU01,NRV01,1,1661,HG01
287,Filter with ball valve,7dd3efdb-a66c-4480-8341-9d3df06ca9e5,PU01,FIL02,1,1661,HG01
288,Pressure gauge ,07df0af2-09f6-452b-8014-a862f10cd81e,PU01,PIN02,1,1661,HG01
289,Pump with regulator,7323f2c2-ef98-466e-ac5e-314922fc6852,PU01,PU02,1,1661,HG01
290,Electrical Motor,2507cd7f-cabf-481e-a6b3-73bd98b890f3,PU01,M02,1,1661,HG01
291,Check Valve,2e334a4b-e0f9-4fab-a072-3c73fbfe441a,PU01,NRV02,1,1661,HG01
292,Over flow valve,d3bff22f-351f-4199-bbf6-8f96297db9fe,PU01,SBV03,1,1661,HG01
293,Pressure gauge ,ef9b6c96-ea0d-4114-bab7-09dfddfa066a,PU01,PIN03,1,1661,HG01
294,Cooling Air Unit,d838e478-91e9-4574-9880-5c61b8760ae4,VT61,,1,1661,HG01
295,Shut-Off Valve (Ball Valve),a6bbae5c-c502-4eea-b0b5-762e3bc23788,VT61,BV01,1,1661,HG01
296,Filter,d5c8a63e-c89e-412d-b483-d7cfd3ea7071,VT61,FIL01,1,1661,HG01
297,Press Button Valve ,71a12a31-633a-4825-913c-814e9aaa8100,VT61,PBV01,1,1661,HG01
298,Pressure gauge,1cf9da83-3e5c-4f15-958d-6b027a7bd665,VT61,PIN01,1,1661,HG01
299,Pressure Regulator,64c389c1-733d-4007-a24b-0083e0c6d726,VT61,PR01,1,1661,HG01
300, with Pressure Gauge,d627ee5d-1627-4105-a312-07bab96b90d5,VT61,PIN01,1,1661,HG01
301,Pressure switch,569ec791-d67f-473c-886e-8d8e5bbf7f25,VT61,PSL01,1,1661,HG01
302,Needle Valve,f630ca56-53a9-4b02-9657-da08eca7563f,VT61,NV01,1,1661,HG01
303, Safety Blow-Up Valve,50d341eb-ae8c-42dd-b8e6-f5b659aa6a12,VT61,SBV01,1,1661,HG01
304,Solenoid Valve,98633968-bee0-40f7-8649-174613806fa3,VT61,SV01,1,1661,HG01
305,Flexible Hose,930ae325-a8fd-4523-9235-4b5c9813e4ff,VT61,FH01,1,1661,HG01
306,Control Cabinet,8db7fbee-497e-44a7-a07a-192055916b97,CC01,,1,1661,HG01
307,Burner Management System,82bad696-ea35-40f3-ac6d-d86325f58ea3,CC01,BMS01,1,1661,HG01
308,Display and Operating Unit Burner,cf8c4a4f-1902-4b6c-b0c8-a65b8b865ee2,CC01,DOU01,1,1661,HG01
309,Multifunctional Unit ,e77daf1c-1112-4dea-b508-37f1a6d86d3b,CC01,DOU02,1,1661,HG01
310,Temperature Monitoring,5a769b65-08b8-4247-b78b-6639ad6bc2ad,CB01,,1,1661,HG01
311,IR-Sensor,d9bab665-b81e-48be-8559-72543a849e26,CB01,OTC01,1,1661,HG01
312,IR-Sensor,8af3aafc-6e4f-488a-9bf7-1cce60067e3e,CB01,OTC02,1,1661,HG01
313,Emergency stop,bc921519-f976-4029-9a81-d78e78989c63,XX01,,1,1661,HG01
314,Temperature Indicator,ce8c76d9-a71a-424e-832f-1c9d7da62c6a,TI01,,1,1661,HG01
315,Temperature Indicator,92c92689-f280-415f-9b38-999e99ff3bc1,TI02,,1,1661,HG01
316,Motor-Damper ``S``,61827860-c8c3-4b2e-b1c5-364a2fbcb16b,MD01,,1,1661,DA06
317,position indicator,f1f0affc-0815-4d7a-bb59-39a37dc2374c,GI01,,1,1661,DA06
318,limit switch,0077ae57-7ef7-47af-849f-4cb4d938988e,GS01,,1,1661,DA06
319,limit switch,b23f2268-1eb8-42ca-88d6-67c69e1d5495,GS02,,1,1661,DA06
322,Temperature Sensor,0639ae2b-4b6b-4c85-a8d9-4b3c883b3c12,TS01,,1,1661,DA06
323,Motor-Damper ``S``,9458cdc7-31f5-494d-907e-c0d9bd753867,MD01,,1,1661,DA07
324,position indicator,178440c3-2b54-451d-9a42-6939c64e653b,GI01,,1,1661,DA07
325,limit switch,57924bf2-ac57-453a-a28a-1b93c6e3f0bd,GS01,,1,1661,DA07
326,limit switch,1e869147-6db6-4e42-864a-71d8d48b6c2a,GS02,,1,1661,DA07
329,Temperature Sensor,6314db2b-dea4-4b1a-b05c-f9afec99ed1b,TS01,,1,1661,DA07
330,Motor-Damper ``S``,b32b77c7-5c1c-4ad2-86eb-7c2a56c22937,MD01,,1,1661,DA11
331,limit switch,bf0e9537-2425-437b-9b7b-219db0810b70,GS01,,1,1661,DA11
332,limit switch,56fd2a81-f0a0-4760-ab9f-fc0af2c87574,GS02,,1,1661,DA11
335,Temperature Sensor,b45f2db7-d421-4639-a75d-e4dc30fac830,TS01,,1,1661,DA11
336,position indicator,e2b52b4b-7409-4011-ac55-33f6b60c5811,GI01,,1,1661,DA11
337,Motor-Damper ``S``,faa926db-b2e0-4db1-85e7-e614cf16039c,MD01,,1,1661,DA41
338,limit switch,86c326f0-22bb-4246-916e-890469ada23a,GS01,,1,1661,DA41
339,limit switch,24f795bd-e833-4c29-88fa-d8aacbdac05b,GS02,,1,1661,DA41
342,limit switch,a40adcc8-511d-43bf-b115-ab47a6c47a2f,GS11,,1,1661,DA41
343,limit switch,1af7ef22-ad7e-44d1-9fbc-ccb23112f0e9,GS12,,1,1661,DA41
344,pressure indicator,e53d9824-877b-43b6-b2e1-a35832f934ce,PI01,,1,1661,DU01
345,pressure indicator,eaa9adb9-fa94-4904-952c-c887295f9076,PI02,,1,1661,DU01
346,Temperature indicator,32fe0f3b-98c4-43d4-8e0a-ac0672ac4439,TI01,,1,1661,DU01
347,Temperature indicator,787576cf-e103-4224-b955-8b7f15561500,TI02,,1,1661,DU01
348,Temperature indicator,0676713e-62bb-44c5-bee5-6a8759dd008a,TI03,,1,1661,DU01
349,Temperature indicator,e42b924a-09f9-4b14-9f08-5cf87fb5d116,TI10,,1,1661,DU01
350,Flow Indicator,860380e8-5481-4b5b-8f11-1b5f3365c3c6,FI51,,1,1661,DU01
351,pressure indicator,1cde308d-a71d-4e50-8b3a-3787bd355df9,PI10,,1,1661,DU01
352,pressure indicator,5a13c752-8c48-4ad7-8b9b-3bbf88a8f314,PI01,,1,1661,DU02
353,Temperature indicator,923c122c-7402-40cf-be7c-6a8f5cef46a3,TI01,,1,1661,DU02
354,Temperature indicator,4ad009c7-4494-4a01-b5ba-1f47b9a9c5a4,TI02,,1,1661,DU02
355,Temperature indicator,72c230c1-8e2a-4397-9b65-ea7402603cbd,TI03,,1,1661,DU02
356,Temperature indicator,a59420e1-3576-49ea-9b84-394538da9f0f,TI10,,1,1661,DU02
357,Temperature indicator,534220f9-caa1-4c34-b6ea-d7f7bec72edb,TI91,,1,1661,DU02
358,pressure indicator,5cee9804-1baa-4e86-9a1e-9d18d9fdad36,PI91,,1,1661,DU02
359,pressure indicator,2ccd35f1-7e62-4438-8d18-73223e08dfd7,PI91,,1,1661,DU04
360,Temperature indicator,423a2233-bdc0-4e19-b860-55049173e47d,TI91,,1,1661,DU04
361,casing,d80dea04-101d-4aea-ba80-0ed571b35136,HB01,,1,1681,BE01
362,command group,860f71df-48fb-42f1-8b1f-becb115185f8,CG01,,1,1681,BE01
363,belt,b39b55c7-8930-4ad7-ae4f-95db6d24c2e5,BT01,,1,1681,BE01
365,bucket,eb437824-f51d-47d1-9983-79f712f888cd,BU01,,1,1681,BE01
370,Temperature Sensor,565c5f11-dda7-43a9-97aa-ad9ba59e9877,TS09,,1,1681,BE01
371,speed sensor,90c81581-9f51-46a5-8bf9-6a26b6c91575,SS01,,1,1681,BE01
372,speed sensor,0f38310f-78e7-41d6-b3f2-a13aa860eff6,SS02,,1,1681,BE01
373,level switch,a1692b2b-f66a-4cee-84a9-1b573b96ebad,LS01,,1,1681,BE01
374,limit switch,8776587c-5b2b-47cd-9c0a-063e4e70adcc,GS11,,1,1681,BE01
375,limit switch,97f11038-caaf-4960-b529-8ded62f00e3b,GS12,,1,1681,BE01
376,limit switch,5aef9996-d53a-4b4e-bf78-766d587471fc,GS13,,1,1681,BE01
377,limit switch,bed5eac4-a514-4593-ae57-0ffd248674ab,GS14,,1,1681,BE01
378,casing,57d97059-c6bf-43c8-8ab3-c4f0a636c099,HB01,,1,1681,AS01
379,airslide fan,faf6eaae-dd0e-43a8-83cf-6d668442c4bf,FN01,,1,1681,AS01
380,motor drive,1a1d5296-3284-4c14-9ebe-1aa35a53ab19,FN01,MD01,1,1681,AS01
381,casing,2b85540e-42f1-4a05-b162-066a0bbc4843,HB01,,1,1681,AS02
382,airslide fan,815f5823-f67e-4db1-8f8a-0b34f9eac541,FN02,,1,1681,AS02
383,motor drive,6a75b19e-f708-4829-acf2-d3f2fc9dfb97,FN02,MD01,1,1681,AS02
384,diverter gate,cae7b5c5-f657-46b1-9efe-64e0f74b1c41,DG01,,1,1681,AS02
385,limit switch,49957aee-6133-46cf-a93e-070b0048890c,DG01,GS01,1,1681,AS02
386,limit switch,8e40351c-739b-47f5-b7bb-1c493d0ad532,DG01,GS02,1,1681,AS02
387,level indicator,15eb644d-fa8b-4678-a5c2-7b14c7897ee8,LI01,,1,1691,SO01
388,level switch,b2918ef0-5e00-4a86-ba3d-ce3ce53136d0,LS01,,1,1691,SO01
389,dedusting controler,ff9a070a-4dba-4150-8c94-ec57ae31fcde,XX01,,1,1691,SO01
390,dedusting unit,d4a2fed3-fb0f-4f47-9df6-a39d88044499,DE01,,1,1691,SO01
391,casing,ad0d7d21-b8c2-424c-8be7-8b67802d3e19,HB01,,1,1691,DE01
394,dedusting fan,233a1e3a-bddb-478e-86d9-0d32de23bbea,FN01,,1,1691,DE01
395,pressure indicator,3ff9fbd2-08f9-4e93-9629-2cad3d6b9b77,DE01,PI01,1,1691,SO01
396,pressure switch,8d302555-c6df-4227-aed4-c443d66fe0c7,DE01,PS01,1,1691,SO01
397,control unit,1aa1c75f-11f8-4eb3-b9dc-7ad9e36bc1a3,DE01,XX01,1,1691,SO01
398,Shut-Off Valve (Ball Valve),e4d7e848-51c6-4987-b064-610a53f26696,SG01,,1,1691,SO01
399,flow gate,64e7d4b5-e64d-431a-872d-d7a7fddcb505,FG01,,1,1691,SO01
400,position indicator,9aa08d0d-f5bb-40f2-a41c-b79882ac44e3,FG01,GI01,1,1691,SO01
401,limit switch,642d972e-2619-439a-b7d1-cdad2c8e7ee0,FG01,GS01,1,1691,SO01
402,limit switch,df286f75-2047-454c-9d83-f7dcf5811fb9,FG01,GS02,1,1691,SO01
403,limit switch,c8accd57-c9dd-48f8-a421-71daa67e190e,FG01,GS11,1,1691,SO01
404,limit switch,79396b7b-11b5-42a2-b98a-50f24354c457,FG01,GS12,1,1691,SO01
405,flow gate,2c97db62-e54d-49da-9550-2bdd030991c4,FG02,,1,1691,SO01
406,position indicator,cfd16d4e-0c1b-45ab-9216-91d568fb34f4,FG02,GI01,1,1691,SO01
407,limit switch,334a7dd6-173a-4676-ae0f-82e5cd097699,FG02,GS01,1,1691,SO01
408,limit switch,83b0e369-dd46-4e06-ac18-2c4e0950dc8e,FG02,GS02,1,1691,SO01
409,limit switch,1a34b27c-9154-4251-ae16-ac658e4654a5,FG02,GS11,1,1691,SO01
410,limit switch,f3de64b1-4a7f-4bb9-8eb1-9243c47d8bd3,FG02,GS12,1,1691,SO01
411,butterfly valve,83c722a0-a7d8-45d6-b35e-37fc9b3f1193,BV01,,1,1691,SO01
412,limit switch,d4ba16e1-d6e3-4cff-968d-bd659fbab07a,BV01,GS01,1,1691,SO01
413,limit switch,7141fc38-4bcc-4c98-9930-189dd97a28d4,BV01,GS02,1,1691,SO01
414,butterfly valve,0be57548-62fc-4650-b610-f4e55fd5a580,BV02,,1,1691,SO01
415,limit switch,2c939bca-2653-445e-aec7-30d51104ad91,BV02,GS01,1,1691,SO01
416,limit switch,de351013-36ed-48d5-a288-9136bb98b08e,BV02,GS02,1,1691,SO01
417,blower,51c21c90-01f9-4d3b-bd57-f314136959ab,AE01,,1,1691,SO01
418,motor drive,3bdbc13a-a858-4e4e-bae7-606e7952d59d,AE01,MD01,1,1691,SO01
419,belt,32ccef23-8ad9-491c-b2fa-07338939cac9,AE01,BT01,1,1691,SO01
420,temperature switch,30810137-3d42-4e69-99ac-43c763f33dcf,AE01,TS09,1,1691,SO01
421,housing,9325bb5d-3ba4-4988-b7a7-69c2fb3b80d0,HB01,,1,1691,SC01
422,command group,3b7be9db-89ad-47cb-80ea-f77ee1507df0,CG01,,1,1691,SC01
423,speed sensor,b5f149f3-1265-43dd-a161-022e623aff3f,SS01,,1,1691,SC01
424,housing,40fada40-c142-4ee5-8cb1-683d60bfa43d,HB01,,1,1691,SC02
425,command group,c303ae1e-1268-457d-a27c-25375269faac,CG01,,1,1691,SC02
426,speed sensor,a11e30ea-4ab0-46f6-9968-31eb5273e359,SS01,,1,1691,SC02
427,casing,59c92e30-e0de-47f0-aa2f-7d58b64db3df,HB01,,1,1691,SC03
428,command group,9a6d5f66-1704-4a52-a252-56b753d7a513,CG01,,1,1691,SC03
429,speed sensor,c50c4253-d85f-4898-9fce-f341d0513b73,SS01,,1,1691,SC03
430,level indicator,520bdd30-036c-466a-9eec-00381cc3cbee,LI01,,1,1692,SO02
431,level switch,f0af28bf-8a5f-4c33-babf-eb70273e53dc,LS01,,1,1692,SO02
432,dedusting ,1fb2d9db-b990-4e47-bc4d-69ab9950ea00,DE01,,1,1692,SO02
433,casing,d5109fec-8e30-488b-84fb-ba0118b91694,HB01,,1,1692,DE01
436,dedusting fan,06c336ac-785a-4050-b844-0737a24b686b,FN01,,1,1692,DE01
437,pressure indicator,639b278f-724d-4168-a505-a67c8a715138,DE01,PI01,1,1692,SO02
438,pressure switch,494b70ac-ab8a-4fb1-a70b-42e85531ab80,DE01,PS01,1,1692,SO02
439,dedusting controler,bb23d6cf-fa60-4fd4-8ad4-4124de10a0a0,DE01,XX01,1,1692,SO02
440,Shut-Off Valve (Ball Valve),04170d62-fe53-43c5-8198-7e445aaf81c2,SG01,,1,1692,SO02
441,flow gate,57720427-e803-482a-aa7a-3c92e819e445,FG01,,1,1692,SO02
442,position indicator,08a11189-ab64-41b6-9ead-6ca3be1c6712,FG01,GI01,1,1692,SO02
443,limit switch,2fd610c4-241e-4240-9c15-bce6e29836b4,FG01,GS01,1,1692,SO02
444,limit switch,d459595f-aea5-46a8-93f0-a64a3896ce22,FG01,GS11,1,1692,SO02
445,limit switch,937d6158-229e-4100-bb95-5e3cfba463ad,FG01,GS12,1,1692,SO02
446,flow gate,b86f4a29-8117-41a3-82b5-69f9c6bf9ec0,FG02,,1,1692,SO02
447,position indicator,05c9fe2d-c488-4870-a103-a44294daa894,FG02,GI01,1,1692,SO02
448,limit switch,9816909d-9ef0-4170-bca4-66332931fd2a,FG02,GS01,1,1692,SO02
449,limit switch,ce8f3431-15a8-48e5-a569-7b90d6159b31,FG02,GS02,1,1692,SO02
450,limit switch,33e249e6-a87f-49b0-8f8f-4a83840b825e,FG02,GS11,1,1692,SO02
451,limit switch,3dd1fc5f-9195-4fe7-b3cd-edfbcce252aa,FG02,GS12,1,1692,SO02
452,butterfly valve,2a2c0fd3-b6c3-4796-815f-da03d4922fa6,BV01,,1,1692,SO02
453,limit switch,1fc9d0c3-c07d-494c-8606-3cc714fec83d,BV01,GS01,1,1692,SO02
454,limit switch,d765bc8c-1346-4c25-84ff-b961b5fcd56f,BV01,GS02,1,1692,SO02
455,butterfly valve,0fcf8d8f-2473-45f9-8bef-1f67ed13eb37,BV02,,1,1692,SO02
456,limit switch,56f7c0fe-b4f0-40d3-9fd6-836b94e681a0,BV02,GS01,1,1692,SO02
457,limit switch,3464bc68-7dbc-4503-b23f-86ffca934f17,BV02,GS02,1,1692,SO02
458,blower,d27443ac-6ec0-4686-b32c-d6353149d983,AE02,,1,1692,SO02
459,temperature switch,4d33a37f-cb6e-4a2d-9ca4-bb050db8b4eb,AE02,TS09,1,1692,SO02
460,airslide fan,7dddcea7-924a-4816-9ca3-72fb84915204,FN01,,1,1711,AS01
461,casing,65638945-f524-4a93-b989-7103c91bbea6,HB01,,1,1731,SN01
462,command group,26f048e1-a4be-474e-b025-0e2acace1070,CG01,,1,1731,SN01
463,belt,e3038893-9303-4f34-a99d-5cbfd740561b,BT01,,1,1731,SN01
464,Emergency stop,beedf698-160c-4a8d-9f0c-7e83cd7d9e09,XX01,,1,1731,SN01
465,casing,b9f5d274-be45-4154-95c9-103ba2bcac46,HB01,,1,1731,DE01
466,Bag Filter,b9dc3750-00dc-4f57-a0b9-3e6bb8f3882f,BA01,,1,1731,DE01
467,Pneumatic declogging,419e0ea0-c546-455e-b712-5fcf10be7349,PD01,,1,1731,DE01
468,dedusting fan,56ee665b-ae6c-4d68-82d5-829bdcf01711,FN01,,1,1731,DE01
469,rotary gate,b69d8b25-3b7c-44f9-8522-0c9de2ce6100,RG01,,1,1731,DE01
470,level switch,cc396c24-d5c6-4a33-94e4-e0fb7e0d110d,LS01,,1,1731,BI01
471,spout 1,e00d6148-2ce4-4331-8cd4-c19066a5b2d5,ST01,,1,1731,PM01
472,command group,42d767e3-f35a-462b-9dd1-35fce72ac26d,ST01,CG01,1,1731,PM01
473,scale,ebf1cb54-04a2-4dec-be5e-e3d15c1b0b77,ST01,BS01,1,1731,PM01
475,spout 2,fe1950c0-c05c-414f-826d-f9eb6a5a8a75,ST02,,1,1731,PM01
476,command group,b44d0447-a96b-4da8-9e27-d15231c16208,ST02,CG01,1,1731,PM01
477,scale,0deda4e3-6156-44b2-8ac5-46811eea83ab,ST02,BS01,1,1731,PM01
479,spout 3,f90b8a05-47fc-4fbe-be03-a6e053e2563f,ST03,,1,1731,PM01
480,command group,e1fa889f-533d-43c0-bec4-5f86692876a8,ST03,CG01,1,1731,PM01
481,scale,f7dfeb17-a3f0-4cb9-b927-e4c9463523cb,ST03,BS01,1,1731,PM01
483,spout 4,0df1211e-78e5-4940-bce4-a8f68f34f455,ST04,,1,1731,PM01
484,comand group,26f7178e-1036-417b-a7a0-fb7b755c7328,ST04,CG01,1,1731,PM01
485,scale,69cfa651-5028-40d3-bfbd-fc0cb398f545,ST04,BS01,1,1731,PM01
487,belt,c34784aa-71db-4491-b47b-47fe45b16b24,BT01,,1,1731,BC01
488,command group,c9bfd585-3ef5-46ee-9d8b-c3704004ecc2,CG01,,1,1731,BC01
489,command drum,c1dacb0e-53dc-4db3-aa57-6802fae9f5bc,DR10,,1,1731,BC01
490,return drum,ea8c6d33-646d-4619-928d-2b82f286de27,DR20,,1,1731,BC01
491,rollers,631ae4f0-8f1f-4b23-91e1-0c2f618eff4b,DR30,,1,1731,BC01
492,belt,791890b2-a37c-4a08-870e-2c941173bea1,BT01,,1,1731,BC02
493,command group,f8feb7ce-3f02-4cfd-a9fe-719763c06383,CG01,,1,1731,BC02
494,command drum,017bcdc6-74e4-4a16-8cd1-578e5869b498,DR10,,1,1731,BC02
495,return drum,af8934f0-98fd-462e-9124-dbf37782c904,DR20,,1,1731,BC02
496,rollers,2e818037-3eec-4a63-bf00-e2ce165e1b5b,DR30,,1,1731,BC02
497,casing,0010e9e3-e7bd-4fc4-a3be-1653f2404937,HB01,,1,1731,SC01
498,command group,5fd7ada2-6184-490e-90a1-71ea38a92f46,CG01,,1,1731,SC01
499,speed sensor,58100bfe-59d0-4250-ab44-a579521fedf7,SS01,,1,1731,SC01
500,casing,045e1b12-2127-405a-a939-76809a11fe6e,HB01,,1,1731,SC02
501,command group,85f1d204-2a8f-447c-b00b-508592132697,CG01,,1,1731,SC01
502,speed sensor,9bb2b5d0-4b58-4ee7-a2bd-9665c0d38eed,SS01,,1,1731,SC01
503,casing,ecce9cdd-542e-4b37-aca7-a1969ca62573,HB01,,1,1741,SN01
504,command group,a6c7472d-105f-431e-9f0d-9b398ac910e1,CG01,,1,1741,SN01
505,belt,9b1ee645-174f-4fb4-9241-7d5213bae0da,BT01,,1,1741,SN01
506,Emergency stop,8a3b180d-8dfb-4dbc-b291-3023f14a0a20,XX01,,1,1741,SN01
507,casing,3b095527-f8a1-455e-a134-db3754573624,HB01,,1,1741,DE01
508,Bag Filter,41cb4dcc-8498-4ebd-946d-2b9ba5444bd7,BA01,,1,1741,DE01
509,Pneumatic declogging,08677d8f-7e80-40a5-b46e-400f73e1da15,PD01,,1,1741,DE01
510,dedusting fan,c607f12b-cb71-4f80-9218-6a8837fc80b9,FN01,,1,1741,DE01
511,rotary gate,1c1256f6-9c51-4820-9866-c496af28a8a2,RG01,,1,1741,DE01
512,level switch,2d94d22e-dbd6-457d-baee-aa28ee84e402,LS01,,1,1741,BI01
513,spout 1,ce095b08-edef-4bfb-9c4e-04c57656a9a1,ST01,,1,1741,PM01
514,command group,a18af0a9-47ff-4ef0-8351-bec9fa79f9c7,ST01,CG01,1,1741,PM01
515,scale,57ea2843-a422-4169-b2ca-356cdf165010,ST01,BS01,1,1741,PM01
517,spout 2,2124b224-5291-498d-9afc-20de5ec733fe,ST02,,1,1741,PM01
518,command group,464fc394-5479-4b5e-87cc-8d80376d2833,ST02,CG01,1,1741,PM01
519,scale,a815a9df-ce69-4c8a-a6a7-1b667a0c8bda,ST02,BS01,1,1741,PM01
521,spout 3,791d2436-ae1a-4b07-9229-96f177c30423,ST03,,1,1741,PM01
522,command group,7a1ad7e1-e717-4100-a394-9341ab644643,ST03,CG01,1,1741,PM01
523,scale,1be460f8-ab60-4d9c-b6db-dc9be90581f9,ST03,BS01,1,1741,PM01
525,spout 4,562100cf-0d67-42c6-935a-e017909c57fd,ST04,,1,1741,PM01
526,comand group,035221e4-8555-4444-b583-7383893cb02f,ST04,CG01,1,1741,PM01
527,scale,5b3342df-0778-45fd-bb85-28db187fe943,ST04,BS01,1,1741,PM01
529,belt,bf5ad5ae-51e3-43ed-8ce7-c269a34ccfe7,BT01,,1,1741,BC01
530,command group,f77a26bf-1178-470a-9c63-f12e7ce2e6e1,CG01,,1,1741,BC01
531,command drum,b07e53de-f056-4c6a-a5dc-c3ad3dc0f458,DR10,,1,1741,BC01
532,return drum,2cb72980-f8a4-4b35-943d-cd1ad39a0ce6,DR20,,1,1741,BC01
533,rollers,9251dad3-a989-45c4-97ce-38172ba50d43,DR30,,1,1741,BC01
534,belt,cb2a2293-c0eb-4372-9c48-f08203243f83,BT01,,1,1741,BC02
535,command group,ae507168-c340-411e-9784-248af7c22442,CG01,,1,1741,BC02
536,command drum,9b856c0a-662f-455c-8e6b-7fe5f10cd749,DR10,,1,1741,BC02
537,return drum,b458baa2-0213-4f64-8d74-020a7d51d20e,DR20,,1,1741,BC02
538,rollers,64ac11a0-ff9e-4693-a277-6da6a7d92143,DR30,,1,1741,BC02
539,casing,a41798ff-e916-48a2-b124-4fb46c9a9d17,HB01,,1,1741,SC01
540,command group,02d84ec5-d246-4b07-a8f2-ad028f5bd7ec,CG01,,1,1741,SC01
541,speed sensor,8c7f3930-c4e2-4a85-9759-e033d1a89e05,SS01,,1,1741,SC01
542,casing,6127005d-0b03-40fe-a3eb-de159dcf5e65,HB01,,1,1741,SC02
543,command group,e013fede-26d4-405b-bba2-2ee5f4bc11ab,CG01,,1,1741,SC01
544,speed sensor,4cf9a521-125f-45a8-ac01-a0e2935718cb,SS01,,1,1741,SC01
